Rodada;Data;Horário;Dia;Mandante;Visitante;Vencedor;Arena;Mandante Placar;Visitante Placar;Estado Mandante;Estado Visitante;Estado Vencedor
21;24/07/2003;20h30;Quinta-feira;São Paulo;Ponte Preta;Ponte Preta;Morumbi;1;2;SP;SP;SP
21;24/07/2003;20h30;Quinta-feira;São Caetano;Fluminense;São Caetano;Anacleto Campanella;2;0;SP;RJ;SP
22;26/07/2003;16h00;Sábado;Goiás;Atlético-MG;-;Serra Dourada;1;1;GO;MG;-
22;26/07/2003;16h00;Sábado;Athlético-PR;Paysandu;-;Arena da Baixada;1;1;PR;PA;-
22;26/07/2003;16h00;Sábado;Santos;Vasco;Santos;Vila Belmiro;2;1;SP;RJ;SP
22;27/07/2003;18h00;Domingo;Internacional;São Caetano;-;Beira Rio;0;0;RS;SP;-
22;27/07/2003;16h00;Domingo;Flamengo;São Paulo;-;Maracanã;1;1;RJ;SP;-
22;27/07/2003;16h00;Domingo;Corinthians;Grêmio;Corinthians;Pacaembu;1;0;SP;RS;SP
22;27/07/2003;16h00;Domingo;Criciúma;Coritiba;Coritiba;Heriberto Hulse;2;3;SC;PR;PR
22;27/07/2003;18h00;Domingo;Cruzeiro;Bahia;Cruzeiro;Mineirão;5;2;MG;BA;MG
22;27/07/2003;16h00;Domingo;Guarani;Figueirense;Guarani;Brinco de Ouro;3;0;SP;SC;SP
22;27/07/2003;16h00;Domingo;Juventude;Fluminense;Juventude;Alfredo Jaconi;2;1;RS;RJ;RS
22;27/07/2003;16h00;Domingo;Vitória;Paraná;Paraná;Barradão;0;3;ES;PR;PR
22;27/07/2003;09h00;Domingo;Fortaleza;Ponte Preta;Ponte Preta;Castelão;2;3;CE;SP;SP
15;30/07/2003;20h30;Quarta-feira;Goiás;Ponte Preta;-;Serra Dourada;0;0;GO;SP;-
15;30/07/2003;20h30;Quarta-feira;Athlético-PR;Santos;Santos;Arena da Baixada;0;2;PR;SP;SP
19;31/07/2003;20h30;Quinta-feira;Paraná;Criciúma;Paraná;Pinheirão;2;1;PR;SC;PR
23;02/08/2003;16h00;Sábado;Fluminense;Cruzeiro;-;Giulite Coutinho;2;2;RJ;MG;-
23;02/08/2003;18h00;Sábado;São Caetano;Juventude;-;Anacleto Campanella;1;1;SP;RS;-
23;02/08/2003;16h00;Sábado;Grêmio;Santos;Grêmio;Olímpico Monumental;2;0;RS;SP;RS
23;02/08/2003;18h00;Sábado;São Paulo;Internacional;Internacional;Morumbi;0;2;SP;RS;RS
23;03/08/2003;16h00;Domingo;Paraná;Corinthians;-;Arena da Baixada;1;1;PR;SP;-
23;03/08/2003;16h00;Domingo;Bahia;Criciúma;-;Fonte Nova;2;2;BA;SC;-
23;03/08/2003;16h00;Domingo;Ponte Preta;Flamengo;-;Moisés Lucarelli;1;1;SP;RJ;-
23;03/08/2003;16h00;Domingo;Coritiba;Fortaleza;-;Couto Pereira;1;1;PR;CE;-
23;03/08/2003;18h00;Domingo;Atlético-MG;Vitória;Atlético-MG;Mineirão;1;0;MG;ES;MG
23;03/08/2003;16h00;Domingo;Figueirense;Goiás;Goiás;Orlando Scarpelli;0;1;SC;GO;GO
23;03/08/2003;16h00;Domingo;Paysandu;Guarani;Paysandu;Mangueirão;6;1;PA;SP;PA
23;03/08/2003;18h00;Domingo;Vasco;Athlético-PR;Vasco;São Januário;2;1;RJ;PR;RJ
24;06/08/2003;21h40;Quarta-feira;Santos;Atlético-MG;-;Vila Belmiro;3;3;SP;MG;-
24;06/08/2003;20h30;Quarta-feira;Vitória;Paysandu;-;Barradão;1;1;ES;PA;-
24;06/08/2003;20h30;Quarta-feira;Juventude;Ponte Preta;-;Alfredo Jaconi;0;0;RS;SP;-
24;06/08/2003;21h40;Quarta-feira;Cruzeiro;São Paulo;-;Mineirão;1;1;MG;SP;-
24;06/08/2003;20h30;Quarta-feira;Athlético-PR;Paraná;Athlético-PR;Arena da Baixada;1;0;PR;PR;PR
24;06/08/2003;20h30;Quarta-feira;Fortaleza;Fluminense;Fortaleza;Castelão;3;1;CE;RJ;CE
24;06/08/2003;21h40;Quarta-feira;Goiás;Vasco;Goiás;Serra Dourada;3;1;GO;RJ;GO
24;06/08/2003;20h30;Quarta-feira;Criciúma;São Caetano;São Caetano;Heriberto Hulse;0;1;SC;SP;SP
24;07/08/2003;20h30;Quinta-feira;Corinthians;Figueirense;Figueirense;Pacaembu;0;1;SP;SC;SC
24;07/08/2003;20h30;Quinta-feira;Flamengo;Bahia;Flamengo;Maracanã;6;0;RJ;BA;RJ
24;07/08/2003;20h30;Quinta-feira;Guarani;Grêmio;Guarani;Brinco de Ouro;2;0;SP;RS;SP
24;07/08/2003;15h00;Quinta-feira;Internacional;Coritiba;Internacional;Beira Rio;1;0;RS;PR;RS
25;09/08/2003;16h00;Sábado;Fluminense;Criciúma;-;Maracanã;1;1;RJ;SC;-
25;09/08/2003;16h00;Sábado;Paraná;Santos;Santos;Couto Pereira;1;2;PR;SP;SP
25;09/08/2003;16h00;Sábado;São Caetano;Cruzeiro;São Caetano;Anacleto Campanella;2;0;SP;MG;SP
25;09/08/2003;18h00;Sábado;São Paulo;Juventude;São Paulo;Morumbi;3;1;SP;RS;SP
25;10/08/2003;18h00;Domingo;Grêmio;Athlético-PR;-;Olímpico Monumental;1;1;RS;PR;-
25;10/08/2003;16h00;Domingo;Paysandu;Goiás;-;Mangueirão;2;2;PA;GO;-
25;10/08/2003;18h00;Domingo;Vasco;Guarani;-;São Januário;0;0;RJ;SP;-
25;10/08/2003;16h00;Domingo;Bahia;Fortaleza;Bahia;Fonte Nova;1;0;BA;CE;BA
25;10/08/2003;16h00;Domingo;Atlético-MG;Corinthians;Corinthians;Mineirão;2;3;MG;SP;SP
25;10/08/2003;16h00;Domingo;Coritiba;Flamengo;Coritiba;Couto Pereira;5;0;PR;RJ;PR
25;10/08/2003;16h00;Domingo;Ponte Preta;Internacional;Internacional;Moisés Lucarelli;1;4;SP;RS;RS
25;10/08/2003;16h00;Domingo;Figueirense;Vitória;Vitória;Orlando Scarpelli;1;2;SC;ES;ES
26;16/08/2003;18h00;Sábado;São Paulo;Criciúma;-;Santa Cruz;0;0;SP;SC;-
26;16/08/2003;18h00;Sábado;Atlético-MG;Athlético-PR;Athlético-PR;Mineirão;1;2;MG;PR;PR
26;16/08/2003;16h00;Sábado;Coritiba;Juventude;Coritiba;Couto Pereira;1;0;PR;RS;PR
26;16/08/2003;16h00;Sábado;Figueirense;Santos;Figueirense;Orlando Scarpelli;1;0;SC;SP;SC
26;16/08/2003;16h00;Sábado;Bahia;Internacional;Internacional;Fonte Nova;1;3;BA;RS;RS
26;16/08/2003;16h00;Sábado;Vasco;Vitória;Vasco;São Januário;1;0;RJ;ES;RJ
26;17/08/2003;16h00;Domingo;Paysandu;Corinthians;-;Mangueirão;2;2;PA;SP;-
26;17/08/2003;16h00;Domingo;Paraná;Guarani;-;Pinheirão;0;0;PR;SP;-
26;17/08/2003;16h00;Domingo;Ponte Preta;Cruzeiro;Cruzeiro;Moisés Lucarelli;1;3;SP;MG;MG
26;17/08/2003;18h00;Domingo;Fluminense;Flamengo;Flamengo;Maracanã;0;1;RJ;RJ;RJ
26;17/08/2003;16h00;Domingo;Grêmio;Goiás;Goiás;Olímpico Monumental;0;1;RS;GO;GO
26;17/08/2003;16h00;Domingo;São Caetano;Fortaleza;São Caetano;Anacleto Campanella;3;0;SP;CE;SP
27;20/08/2003;20h30;Quarta-feira;Cruzeiro;Coritiba;-;Mineirão;2;2;MG;PR;-
27;20/08/2003;21h40;Quarta-feira;Corinthians;Vasco;-;Pacaembu;0;0;SP;RJ;-
27;20/08/2003;20h30;Quarta-feira;Athlético-PR;Figueirense;Figueirense;Arena da Baixada;1;2;PR;SC;SC
27;20/08/2003;20h30;Quarta-feira;Flamengo;São Caetano;Flamengo;Maracanã;1;0;RJ;SP;RJ
27;20/08/2003;20h30;Quarta-feira;Goiás;Paraná;Goiás;Serra Dourada;1;0;GO;PR;GO
27;20/08/2003;20h30;Quarta-feira;Juventude;Bahia;Juventude;Alfredo Jaconi;1;0;RS;BA;RS
27;20/08/2003;21h40;Quarta-feira;Santos;Paysandu;Santos;Vila Belmiro;2;0;SP;PA;SP
27;20/08/2003;21h40;Quarta-feira;Fortaleza;São Paulo;São Paulo;Castelão;0;2;CE;SP;SP
27;20/08/2003;20h30;Quarta-feira;Vitória;Grêmio;Vitória;Barradão;4;1;ES;RS;ES
27;21/08/2003;20h30;Quinta-feira;Guarani;Atlético-MG;-;Brinco de Ouro;2;2;SP;MG;-
27;21/08/2003;20h30;Quinta-feira;Criciúma;Ponte Preta;Criciúma;Heriberto Hulse;3;0;SC;SP;SC
27;21/08/2003;15h00;Quinta-feira;Internacional;Fluminense;Fluminense;Beira Rio;0;1;RS;RJ;RJ
28;23/08/2003;18h00;Sábado;Grêmio;São Caetano;-;Olímpico Monumental;0;0;RS;SP;-
28;23/08/2003;16h00;Sábado;Athlético-PR;Fortaleza;Athlético-PR;Arena da Baixada;3;1;PR;CE;PR
28;23/08/2003;16h00;Sábado;Goiás;Cruzeiro;Goiás;Serra Dourada;1;0;GO;MG;GO
28;23/08/2003;16h00;Sábado;Santos;Flamengo;Santos;Vila Belmiro;2;1;SP;RJ;SP
28;24/08/2003;18h00;Domingo;Atlético-MG;Bahia;Atlético-MG;Mineirão;1;0;MG;BA;MG
28;24/08/2003;18h00;Domingo;Corinthians;Internacional;Corinthians;Pacaembu;3;1;SP;RS;SP
28;24/08/2003;16h00;Domingo;Figueirense;Coritiba;Coritiba;Orlando Scarpelli;1;2;SC;PR;PR
28;24/08/2003;16h00;Domingo;Guarani;Criciúma;Guarani;Brinco de Ouro;1;0;SP;SC;SP
28;24/08/2003;16h00;Domingo;Paraná;Fluminense;Paraná;Willie Davids;2;0;PR;RJ;PR
28;24/08/2003;16h00;Domingo;Paysandu;Ponte Preta;Paysandu;Mangueirão;3;2;PA;SP;PA
28;24/08/2003;16h00;Domingo;Vasco;São Paulo;Vasco;São Januário;3;2;RJ;SP;RJ
28;24/08/2003;16h00;Domingo;Vitória;Juventude;Vitória;Barradão;3;0;ES;RS;ES
29;30/08/2003;16h00;Sábado;Fortaleza;Santos;-;Castelão;0;0;CE;SP;-
29;30/08/2003;18h00;Sábado;Cruzeiro;Guarani;Cruzeiro;Mineirão;4;1;MG;SP;MG
29;30/08/2003;16h00;Sábado;Fluminense;Grêmio;Fluminense;Municipal Juiz de Fora;2;0;RJ;RS;RJ
29;30/08/2003;18h00;Sábado;São Paulo;Paysandu;São Paulo;Benedito Teixeira;1;0;SP;PA;SP
29;30/08/2003;16h00;Sábado;Internacional;Vitória;Vitória;Beira Rio;0;1;RS;ES;ES
29;31/08/2003;18h00;Domingo;Coritiba;Atlético-MG;-;Couto Pereira;2;2;PR;MG;-
29;31/08/2003;16h00;Domingo;Ponte Preta;Figueirense;-;Moisés Lucarelli;1;1;SP;SC;-
29;31/08/2003;16h00;Domingo;Bahia;Paraná;Bahia;Fonte Nova;4;2;BA;PR;BA
29;31/08/2003;18h00;Domingo;Criciúma;Athlético-PR;Criciúma;Heriberto Hulse;2;0;SC;PR;SC
29;31/08/2003;16h00;Domingo;Flamengo;Corinthians;Flamengo;Maracanã;1;0;RJ;SP;RJ
29;31/08/2003;16h00;Domingo;Juventude;Goiás;Goiás;Alfredo Jaconi;0;2;RS;GO;GO
29;31/08/2003;16h00;Domingo;São Caetano;Vasco;São Caetano;Anacleto Campanella;1;0;SP;RJ;SP
30;13/09/2003;18h00;Sábado;Grêmio;Bahia;-;Olímpico Monumental;1;1;RS;BA;-
30;13/09/2003;18h00;Sábado;Corinthians;Fortaleza;Corinthians;Pacaembu;2;0;SP;CE;SP
30;13/09/2003;16h00;Sábado;Athlético-PR;Cruzeiro;Cruzeiro;Arena da Baixada;1;4;PR;MG;MG
30;13/09/2003;16h00;Sábado;Santos;Criciúma;Santos;Vila Belmiro;5;2;SP;SC;SP
30;14/09/2003;16h00;Domingo;Figueirense;São Paulo;-;Orlando Scarpelli;2;2;SC;SP;-
30;14/09/2003;18h00;Domingo;Atlético-MG;Ponte Preta;Atlético-MG;Independência;2;0;MG;SP;MG
30;14/09/2003;16h00;Domingo;Paraná;Coritiba;Coritiba;Couto Pereira;2;3;PR;PR;PR
30;14/09/2003;16h00;Domingo;Goiás;Internacional;Goiás;Serra Dourada;3;1;GO;RS;GO
30;14/09/2003;16h00;Domingo;Guarani;Juventude;Guarani;Brinco de Ouro;2;0;SP;RS;SP
30;14/09/2003;16h00;Domingo;Paysandu;São Caetano;Paysandu;Mangueirão;1;0;PA;SP;PA
30;14/09/2003;18h00;Domingo;Vasco;Fluminense;Vasco;Maracanã;1;0;RJ;RJ;RJ
30;14/09/2003;16h00;Domingo;Vitória;Flamengo;Vitória;Barradão;1;0;ES;RJ;ES
31;20/09/2003;18h00;Sábado;Fluminense;Paysandu;-;Maracanã;1;1;RJ;PA;-
31;20/09/2003;16h00;Sábado;Coritiba;Grêmio;Coritiba;Couto Pereira;1;0;PR;RS;PR
31;20/09/2003;16h00;Sábado;Cruzeiro;Santos;Cruzeiro;Mineirão;3;0;MG;SP;MG
31;20/09/2003;18h00;Sábado;Internacional;Guarani;Internacional;Beira Rio;2;0;RS;SP;RS
31;20/09/2003;16h00;Sábado;Ponte Preta;Paraná;Ponte Preta;Vila Belmiro;4;0;SP;PR;SP
31;21/09/2003;18h00;Domingo;São Paulo;Atlético-MG;-;Morumbi;2;2;SP;MG;-
31;21/09/2003;18h00;Domingo;Flamengo;Goiás;-;Maracanã;1;1;RJ;GO;-
31;21/09/2003;16h00;Domingo;Bahia;Vasco;Bahia;Fonte Nova;3;0;BA;RJ;BA
31;21/09/2003;16h00;Domingo;Criciúma;Corinthians;Criciúma;Heriberto Hulse;1;0;SC;SP;SC
31;21/09/2003;16h00;Domingo;São Caetano;Figueirense;Figueirense;Anacleto Campanella;0;2;SP;SC;SC
31;21/09/2003;16h00;Domingo;Fortaleza;Vitória;Fortaleza;Plácido Castelo;1;0;CE;ES;CE
31;21/09/2003;16h00;Domingo;Juventude;Athlético-PR;Juventude;Alfredo Jaconi;4;0;RS;PR;RS
32;24/09/2003;20h30;Quarta-feira;Vitória;Criciúma;-;Barradão;1;1;ES;SC;-
32;24/09/2003;21h40;Quarta-feira;Santos;Juventude;-;Vila Belmiro;1;1;SP;RS;-
32;24/09/2003;20h30;Quarta-feira;Grêmio;Ponte Preta;-;Olímpico Monumental;2;2;RS;SP;-
32;24/09/2003;19h00;Quarta-feira;Athlético-PR;Internacional;Athlético-PR;Arena da Baixada;2;1;PR;RS;PR
32;24/09/2003;21h40;Quarta-feira;Corinthians;Cruzeiro;Cruzeiro;Pacaembu;0;1;SP;MG;MG
32;24/09/2003;20h30;Quarta-feira;Goiás;Fortaleza;Fortaleza;Serra Dourada;0;1;GO;CE;CE
32;24/09/2003;21h40;Quarta-feira;Guarani;Flamengo;Guarani;Brinco de Ouro;5;3;SP;RJ;SP
32;24/09/2003;21h40;Quarta-feira;Paraná;São Paulo;Paraná;Pinheirão;4;2;PR;SP;PR
32;24/09/2003;20h30;Quarta-feira;Paysandu;Bahia;Paysandu;Mangueirão;4;0;PA;BA;PA
32;25/09/2003;20h30;Quinta-feira;Figueirense;Fluminense;-;Orlando Scarpelli;2;2;SC;RJ;-
32;25/09/2003;20h30;Quinta-feira;Atlético-MG;São Caetano;Atlético-MG;Independência;3;1;MG;SP;MG
32;25/09/2003;20h30;Quinta-feira;Vasco;Coritiba;Vasco;São Januário;2;1;RJ;PR;RJ
33;27/09/2003;18h00;Sábado;Flamengo;Athlético-PR;Flamengo;Maracanã;2;1;RJ;PR;RJ
33;27/09/2003;16h00;Sábado;Internacional;Santos;Internacional;Beira Rio;1;0;RS;SP;RS
33;27/09/2003;16h00;Sábado;São Paulo;Grêmio;São Paulo;Morumbi;3;1;SP;RS;SP
33;28/09/2003;16h00;Domingo;Bahia;Figueirense;-;Fonte Nova;1;1;BA;SC;-
33;28/09/2003;16h00;Domingo;Ponte Preta;Vasco;-;Moisés Lucarelli;2;2;SP;RJ;-
33;28/09/2003;18h00;Domingo;Fluminense;Atlético-MG;Atlético-MG;Giulite Coutinho;0;1;RJ;MG;MG
33;28/09/2003;18h00;Domingo;Coritiba;Paysandu;Coritiba;Couto Pereira;1;0;PR;PA;PR
33;28/09/2003;16h00;Domingo;Criciúma;Goiás;Criciúma;Heriberto Hulse;1;0;SC;GO;SC
33;28/09/2003;16h00;Domingo;Cruzeiro;Vitória;Cruzeiro;Mineirão;1;0;MG;ES;MG
33;28/09/2003;16h00;Domingo;Fortaleza;Guarani;Fortaleza;Presidente Vargas;3;0;CE;SP;CE
33;28/09/2003;16h00;Domingo;Juventude;Corinthians;Juventude;Alfredo Jaconi;6;1;RS;SP;RS
33;28/09/2003;16h00;Domingo;São Caetano;Paraná;São Caetano;Anacleto Campanella;2;0;SP;PR;SP
34;04/10/2003;16h00;Sábado;Athlético-PR;Fluminense;-;Arena da Baixada;0;0;PR;RJ;-
34;04/10/2003;16h00;Sábado;Paysandu;Internacional;-;Mangueirão;0;0;PA;RS;-
34;04/10/2003;18h00;Sábado;Grêmio;Figueirense;Grêmio;Olímpico Monumental;3;1;RS;SC;RS
34;04/10/2003;18h00;Sábado;São Paulo;Santos;Santos;Morumbi;1;2;SP;SP;SP
34;04/10/2003;16h00;Sábado;São Caetano;Ponte Preta;São Caetano;Anacleto Campanella;1;0;SP;SP;SP
34;05/10/2003;16h00;Domingo;Juventude;Fortaleza;-;Alfredo Jaconi;2;2;RS;CE;-
34;05/10/2003;16h00;Domingo;Atlético-MG;Vasco;Atlético-MG;Independência;2;1;MG;RJ;MG
34;05/10/2003;16h00;Domingo;Vitória;Corinthians;Corinthians;Barradão;1;2;ES;SP;SP
34;05/10/2003;18h00;Domingo;Criciúma;Cruzeiro;Cruzeiro;Heriberto Hulse;1;3;SC;MG;MG
34;05/10/2003;16h00;Domingo;Goiás;Bahia;Goiás;Serra Dourada;3;1;GO;BA;GO
34;05/10/2003;16h00;Domingo;Guarani;Coritiba;Guarani;Brinco de Ouro;2;1;SP;PR;SP
34;05/10/2003;18h00;Domingo;Flamengo;Paraná;Paraná;Maracanã;0;3;RJ;PR;PR
35;08/10/2003;20h30;Quarta-feira;Ponte Preta;Athlético-PR;-;Moisés Lucarelli;2;2;SP;PR;-
35;08/10/2003;20h30;Quarta-feira;Fortaleza;Grêmio;-;Castelão;2;2;CE;RS;-
35;08/10/2003;21h40;Quarta-feira;Santos;Guarani;-;Vila Belmiro;1;1;SP;SP;-
35;08/10/2003;19h00;Quarta-feira;Vasco;Juventude;-;Maracanã;1;1;RJ;RS;-
35;08/10/2003;21h40;Quarta-feira;Bahia;São Paulo;Bahia;Fonte Nova;3;0;BA;SP;BA
35;08/10/2003;20h30;Quarta-feira;Coritiba;Goiás;Coritiba;Couto Pereira;1;0;PR;GO;PR
35;08/10/2003;21h40;Quarta-feira;Cruzeiro;Flamengo;Cruzeiro;Mineirão;2;0;MG;RJ;MG
35;08/10/2003;20h30;Quarta-feira;Corinthians;São Caetano;São Caetano;Pacaembu;0;3;SP;SP;SP
35;09/10/2003;20h30;Quinta-feira;Figueirense;Atlético-MG;Atlético-MG;Orlando Scarpelli;0;1;SC;MG;MG
35;09/10/2003;20h30;Quinta-feira;Fluminense;Vitória;Fluminense;Maracanã;2;0;RJ;ES;RJ
35;09/10/2003;20h30;Quinta-feira;Internacional;Criciúma;Internacional;Beira Rio;2;0;RS;SC;RS
35;09/10/2003;20h30;Quinta-feira;Paraná;Paysandu;Paraná;Couto Pereira;4;2;PR;PA;PR
36;11/10/2003;16h00;Sábado;São Caetano;Santos;-;Anacleto Campanella;2;2;SP;SP;-
36;11/10/2003;16h00;Sábado;Athlético-PR;Coritiba;Athlético-PR;Arena da Baixada;2;0;PR;PR;PR
36;11/10/2003;16h00;Sábado;Guarani;Ponte Preta;Ponte Preta;Brinco de Ouro;1;3;SP;SP;SP
36;12/10/2003;16h00;Domingo;Juventude;Paraná;-;Alfredo Jaconi;1;1;RS;PR;-
36;12/10/2003;16h00;Domingo;Atlético-MG;Cruzeiro;Cruzeiro;Mineirão;0;1;MG;MG;MG
36;12/10/2003;16h00;Domingo;Figueirense;Criciúma;Figueirense;Orlando Scarpelli;4;2;SC;SC;SC
36;12/10/2003;18h00;Domingo;Flamengo;Vasco;Flamengo;Maracanã;2;1;RJ;RJ;RJ
36;12/10/2003;16h00;Domingo;Goiás;Fluminense;Goiás;Serra Dourada;6;1;GO;RJ;GO
36;12/10/2003;18h00;Domingo;Internacional;Grêmio;Grêmio;Beira Rio;0;1;RS;RS;RS
36;12/10/2003;16h00;Domingo;São Paulo;Corinthians;São Paulo;Morumbi;3;0;SP;SP;SP
36;12/10/2003;16h00;Domingo;Vitória;Bahia;Vitória;Barradão;2;1;ES;BA;ES
36;15/10/2003;16h00;Quarta-feira;Paysandu;Fortaleza;Paysandu;Mangueirão;3;0;PA;CE;PA
37;18/10/2003;18h00;Sábado;Grêmio;Atlético-MG;-;Olímpico Monumental;2;2;RS;MG;-
37;18/10/2003;19h00;Sábado;Coritiba;Bahia;Coritiba;Couto Pereira;3;2;PR;BA;PR
37;18/10/2003;18h00;Sábado;Flamengo;Paysandu;Flamengo;Maracanã;2;0;RJ;PA;RJ
37;18/10/2003;16h00;Sábado;Goiás;São Paulo;Goiás;Serra Dourada;3;1;GO;SP;GO
37;18/10/2003;16h00;Sábado;Guarani;Fluminense;Guarani;Brinco de Ouro;2;0;SP;RJ;SP
37;19/10/2003;17h00;Domingo;Fortaleza;Figueirense;-;Presidente Vargas;1;1;CE;SC;-
37;19/10/2003;17h00;Domingo;Vitória;São Caetano;-;Barradão;0;0;ES;SP;-
37;19/10/2003;18h00;Domingo;Corinthians;Ponte Preta;Corinthians;Pacaembu;3;0;SP;SP;SP
37;19/10/2003;16h00;Domingo;Criciúma;Vasco;Criciúma;Heriberto Hulse;2;1;SC;RJ;SC
37;19/10/2003;18h00;Domingo;Cruzeiro;Juventude;Juventude;Mineirão;1;2;MG;RS;RS
37;19/10/2003;16h00;Domingo;Paraná;Internacional;Paraná;Couto Pereira;4;0;PR;RS;PR
37;19/10/2003;16h00;Domingo;Santos;Athlético-PR;Santos;Vila Belmiro;3;2;SP;PR;SP
38;22/10/2003;20h30;Quarta-feira;Figueirense;Flamengo;-;Orlando Scarpelli;0;0;SC;RJ;-
38;22/10/2003;21h40;Quarta-feira;Fluminense;Corinthians;Fluminense;Maracanã;1;0;RJ;SP;RJ
38;22/10/2003;20h30;Quarta-feira;Ponte Preta;Goiás;Goiás;Moisés Lucarelli;0;2;SP;GO;GO
38;22/10/2003;21h40;Quarta-feira;Internacional;Cruzeiro;Internacional;Beira Rio;1;0;RS;MG;RS
38;22/10/2003;21h40;Quarta-feira;Bahia;Santos;Santos;Fonte Nova;4;7;BA;SP;SP
38;22/10/2003;20h30;Quarta-feira;São Caetano;Coritiba;São Caetano;Anacleto Campanella;2;0;SP;PR;SP
38;22/10/2003;20h30;Quarta-feira;Athlético-PR;Vitória;Vitória;Estádio do Café;1;2;PR;ES;ES
38;23/10/2003;20h30;Quinta-feira;Vasco;Fortaleza;-;Vivaldo Lima;1;1;RJ;CE;-
38;23/10/2003;20h30;Quinta-feira;São Paulo;Guarani;-;Morumbi;3;3;SP;SP;-
38;23/10/2003;20h30;Quinta-feira;Atlético-MG;Paraná;-;Mineirão;2;2;MG;PR;-
38;23/10/2003;20h30;Quinta-feira;Juventude;Grêmio;Grêmio;Alfredo Jaconi;1;2;RS;RS;RS
38;23/10/2003;21h30;Quinta-feira;Paysandu;Criciúma;Paysandu;Mangueirão;4;0;PA;SC;PA
39;25/10/2003;16h00;Sábado;Bahia;Fluminense;-;Fonte Nova;2;2;BA;RJ;-
39;25/10/2003;17h00;Sábado;Ponte Preta;Vitória;-;Moisés Lucarelli;1;1;SP;ES;-
39;25/10/2003;19h00;Sábado;Cruzeiro;Figueirense;Cruzeiro;Mineirão;1;0;MG;SC;MG
39;25/10/2003;16h00;Sábado;Coritiba;Santos;Santos;Couto Pereira;0;4;PR;SP;SP
39;26/10/2003;16h00;Domingo;Criciúma;Fortaleza;-;Heriberto Hulse;2;2;SC;CE;-
39;26/10/2003;18h00;Domingo;Internacional;Juventude;-;Beira Rio;0;0;RS;RS;-
39;26/10/2003;16h00;Domingo;Paraná;Vasco;-;Orlando Scarpelli;3;3;PR;RJ;-
39;26/10/2003;16h00;Domingo;Corinthians;Athlético-PR;Athlético-PR;Pacaembu;2;3;SP;PR;PR
39;26/10/2003;18h00;Domingo;Flamengo;Grêmio;Flamengo;Maracanã;2;1;RJ;RS;RJ
39;26/10/2003;16h00;Domingo;Goiás;Guarani;Goiás;Serra Dourada;3;0;GO;SP;GO
39;26/10/2003;17h00;Domingo;Paysandu;Atlético-MG;Paysandu;Mangueirão;1;0;PA;MG;PA
39;26/10/2003;16h00;Domingo;São Caetano;São Paulo;São Paulo;Anacleto Campanella;0;1;SP;SP;SP
40;01/11/2003;18h00;Sábado;Atlético-MG;Criciúma;-;Independência;1;1;MG;SC;-
40;01/11/2003;18h00;Sábado;Fluminense;Ponte Preta;-;Maracanã;2;2;RJ;SP;-
40;01/11/2003;16h00;Sábado;Athlético-PR;São Caetano;Athlético-PR;Arena da Baixada;1;0;PR;SP;PR
40;01/11/2003;16h00;Sábado;Guarani;Bahia;Guarani;Brinco de Ouro;3;2;SP;BA;SP
40;01/11/2003;16h00;Sábado;Grêmio;Paraná;Paraná;Olímpico Monumental;0;2;RS;PR;PR
40;02/11/2003;16h00;Domingo;Juventude;Flamengo;-;Alfredo Jaconi;2;2;RS;RJ;-
40;02/11/2003;16h00;Domingo;Fortaleza;Cruzeiro;Cruzeiro;Castelão;1;2;CE;MG;MG
40;02/11/2003;16h00;Domingo;Figueirense;Paysandu;Figueirense;Orlando Scarpelli;6;0;SC;PA;SC
40;02/11/2003;17h00;Domingo;Vitória;Goiás;Goiás;Barradão;3;4;ES;GO;GO
40;02/11/2003;18h00;Domingo;Vasco;Internacional;Internacional;Batistão;0;1;RJ;RS;RS
40;02/11/2003;16h00;Domingo;Santos;Corinthians;Santos;Vila Belmiro;3;1;SP;SP;SP
40;02/11/2003;18h00;Domingo;São Paulo;Coritiba;São Paulo;Morumbi;1;0;SP;PR;SP
41;05/11/2003;20h30;Quarta-feira;Paraná;Figueirense;-;Estádio do Café;1;1;PR;SC;-
41;05/11/2003;20h30;Quarta-feira;Internacional;Fortaleza;-;Beira Rio;1;1;RS;CE;-
41;05/11/2003;21h40;Quarta-feira;Coritiba;Corinthians;Coritiba;Couto Pereira;1;0;PR;SP;PR
41;05/11/2003;21h40;Quarta-feira;Cruzeiro;Grêmio;Cruzeiro;Mineirão;3;0;MG;RS;MG
41;05/11/2003;20h30;Quarta-feira;Juventude;Criciúma;Juventude;Alfredo Jaconi;3;1;RS;SC;RS
41;05/11/2003;21h40;Quarta-feira;Santos;Vitória;Santos;Vila Belmiro;3;1;SP;ES;SP
41;05/11/2003;21h40;Quarta-feira;São Paulo;Fluminense;São Paulo;Morumbi;1;0;SP;RJ;SP
41;05/11/2003;21h30;Quarta-feira;Paysandu;Vasco;Vasco;Mangueirão;1;2;PA;RJ;RJ
41;06/11/2003;21h30;Quinta-feira;Bahia;Ponte Preta;Bahia;Fonte Nova;1;0;BA;SP;BA
41;06/11/2003;21h30;Quinta-feira;Flamengo;Atlético-MG;Flamengo;Maracanã;3;2;RJ;MG;RJ
41;06/11/2003;20h30;Quinta-feira;Goiás;Athlético-PR;Goiás;Serra Dourada;4;1;GO;PR;GO
41;06/11/2003;20h30;Quinta-feira;Guarani;São Caetano;São Caetano;Brinco de Ouro;0;1;SP;SP;SP
